"ID","Pays","Region","Departement","Commune","Site","Categorie","Groupe","Type","Variante","Contexte","Periode","Phase","Etape","Indice_confiance","Typo_techno","Emmanchement","Canal_pommeau","Construction_pommeau","Description","Longueur","Conservation","Inventaire","Bibliographie","Commentaires","X","Y"
4169,"Allemagne","Schleswig-Holstein","Altkreis Südtondern, Amrum, Schleswig-Holstein",NA,"Amrum","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Forstmühler Forst","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C105",NA,8.3327697680636,54.6645617276304
4170,"Allemagne","Schleswig-Holstein","Altkreis Husum, Schleswig-Holstein","Ramstedt",NA,"Épée à poignée métallique","Épées à fusée octogonale (?)","Épées à fusée octogonale (?)",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C106",NA,9.16959563293813,54.4025974688913
4171,"Allemagne","Schleswig-Holstein","Altkreis Husum, Schleswig-Holstein","Ramstedt",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C107",NA,9.16959563293813,54.4025974688913
4172,"Allemagne","Schleswig-Holstein","Kr. Dithmarschen, Schleswig-Holstein","Dithmarschen",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C117",NA,9.25966915081944,53.9940842966214
4173,"Allemagne","Schleswig-Holstein","Gem. Bad Segeberg, Kreis Segeberg, Schleswig-Holstein","Bad Segeberg","Klein Niendorf","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C124",NA,10.2950659383717,53.9544745712842
4174,"Allemagne","Schleswig-Holstein","Kr. Ostholstein, Schleswig-Holstein","Beschendorf",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C125",NA,10.8764039626133,54.1875711038862
4175,"Allemagne","Schleswig-Holstein","Kr. Ostholstein, Schleswig-Holstein","Großenbrode","Lütjenbrode","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C126",NA,11.0348533478995,54.3603629893078
4176,"Allemagne","Schleswig-Holstein","Schleswig-Holstein (?)",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Erbach","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C131",NA,NA,NA
4183,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C144",NA,NA,NA
4181,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C142",NA,NA,NA
4182,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C143",NA,NA,NA
4178,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning ou Leonberg","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C134",NA,NA,NA
4184,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C147",NA,NA,NA
4185,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C148",NA,NA,NA
4177,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C133",NA,NA,NA
4179,"Allemagne",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ramløse","Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C137",NA,NA,NA
4180,"Allemagne","Schleswig-Holstein",NA,NA,"ancien duché de Schleswig","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C141",NA,NA,NA
4186,"Allemagne","Schleswig-Holstein","Schleswig-Holstein",NA,"Holstein","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C150",NA,NA,NA
4187,"Allemagne","Schleswig-Holstein",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ådum","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C156",NA,NA,NA
4188,"Allemagne (?)",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","SF","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C139",NA,NA,NA
4189,"Danemark","Viborg Amt","Ksp. Kragelund, Hids Herred, Viborg Amt","Kragelund",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C56",NA,9.40915400655616,56.195343476217
4190,"Danemark","Viborg Amt","Ksp. Vile, Harre Herred, Viborg Amt","Norupgårde",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C57",NA,8.86405639950379,56.720648096051
4191,"Danemark","Viborg Amt","Ksp. Thorning, Lysgård Herred, Viborg Amt","Thorning",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C61",NA,9.33028733044507,56.2841708336131
4192,"Danemark","Viborg Amt","Ksp. Ørum, Sønderlyng Herred, Viborg Amt","Ørum",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","SF","Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C63",NA,9.62355082263267,56.4806737948274
4193,"Danemark","Randers Amt","Ksp. Skødstrup, Øster Lisbjerg Herred, Randers Amt","Åstruplund",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Erbach","Isolé","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C66",NA,10.3023573482312,56.2622317458719
4195,"Danemark","Aarhus Amt","Aarhus Amt (?)",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Forstmühler Forst","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C68",NA,NA,NA
4194,"Danemark","Aarhus Amt","Aarhus Amt (?)",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C67",NA,NA,NA
4196,"Danemark","Skanderborg Amt","Ksp. Hanstedt, Voer Herred, Skanderborg Amt","Hansted",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C70",NA,9.84566299157642,55.8955325164496
4197,"Danemark","Ringkøbing Amt","Ksp. Mejrup, Hjerm Herred, Ringkøbing Amt","Bækkelund",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Hausmoning","Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C72",NA,8.69641239503943,56.3639372851461
4198,"Danemark","Haderslev Amt","Haderslev Amt",NA,NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C93",NA,NA,NA
4199,"Danemark","Haderslev Amt","Haderslev Amt",NA,NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C94",NA,NA,NA
4200,"Danemark","Haderslev Amt","Ksp. Skrave, Frøs Herred, Haderslev Amt","Københoved",NA,"Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C95",NA,9.1023671007359,55.4209802985879
4202,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Erbach","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C132",NA,NA,NA
4204,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","SF","Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C138",NA,NA,NA
4205,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C146",NA,NA,NA
4201,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Erbach","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C129",NA,NA,NA
4208,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vedbæk","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C154",NA,NA,NA
4203,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ramløse","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C136",NA,NA,NA
4206,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C151",NA,NA,NA
4207,"Danemark","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C153",NA,NA,NA
4209,"Danemark (?)","Vejle Amt",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Forstmühler Forst","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C78.I",NA,NA,NA
4213,"Danemark (?)","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C152",NA,NA,NA
4210,"Danemark (?)","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Leonberg","Inconnu","Bronze moyen",NA,NA,2,NA,"Rivets",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C135",NA,NA,NA
4211,"Danemark (?)","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C140",NA,NA,NA
4212,"Danemark (?)","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby (?)","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C149",NA,NA,NA
4214,"Danemark (?)","Inconnu",NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ådum","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C155",NA,NA,NA
4216,"Suède","Skåne län","Skåne län",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Ramløse","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K117",NA,NA,NA
4217,"Suède","Skåne län","Skåne län",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","""Schonen""","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K118",NA,NA,NA
4215,"Suède","Skåne län","Skåne län",NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Klakring","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K116",NA,NA,NA
4221,"Suède",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K143",NA,NA,NA
4218,"Suède",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Vasby, SF","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K119",NA,NA,NA
4219,"Suède",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale","Erbach","Inconnu","Bronze moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, C130",NA,NA,NA
4220,"Suède",NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Inconnu","Bronze moyen",NA,NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, C145",NA,NA,NA
4222,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4226,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4223,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4224,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4225,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4227,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Rivets",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4228,"France","Auvergne","Allier","Jenzat",NA,"Épée à poignée métallique","Autre",NA,NA,"Dépôt","Bronze final",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Caylus 1759 ; Déchelette 1910, n° 23 p. 10 ; Abauzit 1962, p. 312-320",NA,3.1962017343462,46.1600988628744
4238,"Pologne",NA,NA,"Nowy Żmigród",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets",NA,NA,"Dépôt","Bronze final","Bronze final 2",NA,2,NA,"Blocage",0,"Coulé",NA,NA,"Muzeum Podkarpackim w Krośnie",NA,"Inédit","https://historiamniejznanaizapomniana.wordpress.com/2016/06/03/w-nowym-zmigrodzie-grzybiarze-odkryli-miecze-sprzed-3-tys-lat/ ; https://www.jaslo4u.pl/odkryli-miecze-sprzed-kilku-tysiecy-lat-newsy-jaslo-20335",21.5233036199433,49.6032400109244
4237,"Pologne",NA,NA,"Nowy Żmigród",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets",NA,NA,"Dépôt","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé",NA,NA,"Muzeum Podkarpackim w Krośnie",NA,"Inédit","https://historiamniejznanaizapomniana.wordpress.com/2016/06/03/w-nowym-zmigrodzie-grzybiarze-odkryli-miecze-sprzed-3-tys-lat/ ; https://www.jaslo4u.pl/odkryli-miecze-sprzed-kilku-tysiecy-lat-newsy-jaslo-20335",21.5233036199433,49.6032400109244
4239,"Pologne",NA,NA,"Nowy Żmigród",NA,"Épée à poignée métallique","Épées à fusée à trois bourrelets",NA,NA,"Dépôt","Bronze final","Bronze final 2",NA,2,NA,"Blocage",0,"Coulé",NA,NA,"Muzeum Podkarpackim w Krośnie",NA,"Inédit","https://historiamniejznanaizapomniana.wordpress.com/2016/06/03/w-nowym-zmigrodzie-grzybiarze-odkryli-miecze-sprzed-3-tys-lat/ ; https://www.jaslo4u.pl/odkryli-miecze-sprzed-kilku-tysiecy-lat-newsy-jaslo-20335",21.5233036199433,49.6032400109244
4240,"France","Franche-Comté","Jura","Saint-Thiébaud","Mont Poupet","Épée à poignée métallique",NA,"Mörigen","Variante I","Isolé","Bronze final","Bronze final 3","Bronze final 3b",3,"EPP2","Sur-coulée",0,"Coulé",NA,32,"SRA Bourgogne-Franche-Comté",NA,"Inédit",NA,5.88365765712029,46.9623687128676
4242,"Hongrie",NA,"Kom. Csongrad","Baks","Baks-Temetöpart","Épée à poignée métallique","Indéterminé","Indéterminé",NA,"Isolé","Bronze final","Bronze final 3","Bronze final 3a",2,NA,"Rivets+Blocage",0,"Indéterminé",NA,NA,NA,NA,"Szabo 2019, p. 77-88",NA,20.1016455495638,46.5381367018915
4241,"Hongrie",NA,"Kom. Csongrad","Baks","Baks-Temetöpart","Épée à poignée métallique","Antennes","Lipovka","Lipovka","Isolé","Bronze final","Bronze final 3","Bronze final 3a",2,NA,"Indéterminé",0,"Coulé",NA,NA,NA,NA,"Szabo 2019, p. 77-88",NA,20.1016455495638,46.5381367018915
4244,"Italie",NA,NA,"Verucchio","Tombe Lippi 17/1972","Épée à poignée métallique","Épées à pommeau sphérique","Emmerting-Bruck",NA,"Funéraire","Premier Fer",NA,NA,2,NA,"Sur-coulée",0,"Indéterminé",NA,NA,NA,NA,"Gentili 2003, pl. 93, 11 ; Baur 2019, fig. 6, 6 p. 75",NA,12.422092,43.982333
4246,"Grande-Bretagne","Angleterre","Dorset","Stalbridge",NA,"Épée à poignée métallique",NA,"Type à languette trapézoïdale",NA,"Dépôt","Bronze moyen",NA,NA,2,NA,"Rivets",0,"Coulé","À rapprocher de Mont-Saint-Aignan.",53.5,"collection privée",NA,"Inédit","https://finds.org.uk/database/artefacts/record/id/993242 (find SUR68C46E)",-2.37708568684731,50.9563521742225
4249,"France","Aquitaine","Dordogne","Sainte-Mondane",NA,"Épée à poignée métallique","Autre",NA,NA,"Milieu humide","Bronze moyen",NA,NA,NA,NA,"Indéterminé",0,"Indéterminé","Variante éloignée du type Le Cheylounet-Jugnes ?",NA,NA,NA,"Inédit","Communication personnelle J. Gomez de Soto et C. Chevillot",1.34039110854826,44.8526896757391
